https://zh.wikisource.org/zh-hant/%E5%B8%B8%E7%94%A8%E5%9C%8B%E5%AD%97%E6%A8%99%E6%BA%96%E5%AD%97%E9%AB%94%E8%A1%A8
流水序	教育部字號	Unicode	常用字
02041	A02041	6ABB	檻
02042	A02042	6AB8	檸
02043	A02043	6AC2	櫂
02044	A02044	6AE5	櫥
02045	A02045	6ADD	櫝
02046	A02046	6ADA	櫚
02047	A02047	6AD3	櫓
02048	A02048	6AFB	櫻
02049	A02049	6B04	欄
02050	A02050	6B0A	權
02051	A02051	6B16	欖
02052	A02052	6B20	欠
02053	A02053	6B21	次
02054	A02054	6B23	欣
02055	A02055	6B32	欲
02056	A02056	6B3E	款
02057	A02057	6B3A	欺
02058	A02058	6B3D	欽
02059	A02059	6B47	歇
02060	A02060	6B49	歉
02061	A02061	6B4C	歌
02062	A02062	6B50	歐
02063	A02063	6B59	歙
02064	A02064	6B5F	歟
02065	A02065	6B61	歡
02066	A02066	6B62	止
02067	A02067	6B63	正
02068	A02068	6B64	此
02069	A02069	6B65	步
02070	A02070	6B66	武
02071	A02071	6B67	歧
02072	A02072	6B6A	歪
02073	A02073	6B72	歲
02074	A02074	6B77	歷
02075	A02075	6B78	歸
02076	A02076	6B79	歹
02077	A02077	6B7B	死
02078	A02078	6B7F	歿
02079	A02079	6B83	殃
02080	A02080	6B86	殆
02081	A02081	6B8A	殊
02082	A02082	6B89	殉
02083	A02083	6B98	殘
02084	A02084	6B96	殖
02085	A02085	6BA4	殤
02086	A02086	6BAE	殮
02087	A02087	6BAF	殯
02088	A02088	6BB2	殲
02089	A02089	6BB5	段
02090	A02090	6BB7	殷
02091	A02091	6BBA	殺
02092	A02092	6BBC	殼
02093	A02093	6BC0	毀
02094	A02094	6BBF	殿
02095	A02095	6BC5	毅
02096	A02096	6BC6	毆
02097	A02097	6BCB	毋
02098	A02098	6BCD	母
02099	A02099	6BCF	每
02100	A02100	6BD2	毒
02101	A02101	6BD3	毓
02102	A02102	6BD4	比
02103	A02103	6BD7	毗
02104	A02104	6BDB	毛
02105	A02105	6BEB	毫
02106	A02106	6BEF	毯
02107	A02107	6BFD	毽
02108	A02108	6C0F	氏
02109	A02109	6C11	民
02110	A02110	6C10	氐
02111	A02111	6C13	氓
02112	A02112	6C16	氖
02113	A02113	6C1B	氛
02114	A02114	6C1F	氟
02115	A02115	6C23	氣
02116	A02116	6C27	氧
02117	A02117	6C28	氨
02118	A02118	6C26	氦
02119	A02119	6C24	氤
02120	A02120	6C2B	氫
02121	A02121	6C2E	氮
02122	A02122	6C2F	氯
02123	A02123	6C33	氳
02124	A02124	6C34	水
02125	A02125	6C38	永
02126	A02126	6C41	汁
02127	A02127	6C40	汀
02128	A02128	6C3E	氾
02129	A02129	6C42	求
02130	A02130	6C5D	汝
02131	A02131	6C57	汗
02132	A02132	6C59	汙
02133	A02133	6C5F	江
02134	A02134	6C60	池
02135	A02135	6C50	汐
02136	A02136	6C55	汕
02137	A02137	6C5E	汞
02138	A02138	6C99	沙
02139	A02139	6C81	沁
02140	A02140	6C88	沈
02141	A02141	6C89	沉
02142	A02142	6C85	沅
02143	A02143	6C9B	沛
02144	A02144	6C6A	汪
02145	A02145	6C7A	決
02146	A02146	6C90	沐
02147	A02147	6C70	汰
02148	A02148	6C8C	沌
02149	A02149	6C69	汩
02150	A02150	6C96	沖
02151	A02151	6C92	沒
02152	A02152	6C7D	汽
02153	A02153	6C83	沃
02154	A02154	6C72	汲
02155	A02155	6C7E	汾
02156	A02156	6CE3	泣
02157	A02157	6CE8	注
02158	A02158	6CF3	泳
02159	A02159	6CB1	沱
02160	A02160	6CCC	泌
02161	A02161	6CE5	泥
02162	A02162	6CB3	河
02163	A02163	6CBD	沽
02164	A02164	6CBE	沾
02165	A02165	6CBC	沼
02166	A02166	6CE2	波
02167	A02167	6CAB	沫
02168	A02168	6CD5	法
02169	A02169	6CD3	泓
02170	A02170	6CB8	沸
02171	A02171	6CC4	泄
02172	A02172	6CB9	油
02173	A02173	6CC1	況
02174	A02174	6CAE	沮
02175	A02175	6CD7	泗
02176	A02176	6CC5	泅
02177	A02177	6CF1	泱
02178	A02178	6CBF	沿
02179	A02179	6CBB	治
02180	A02180	6CE1	泡
02181	A02181	6CDB	泛
02182	A02182	6CCA	泊
02183	A02183	6CC9	泉
02184	A02184	6CF0	泰
02185	A02185	6D0B	洋
02186	A02186	6D32	洲
02187	A02187	6D2A	洪
02188	A02188	6D41	流
02189	A02189	6D25	津
02190	A02190	6D0C	洌
02191	A02191	6D31	洱
02192	A02192	6D1E	洞
02193	A02193	6D17	洗
02194	A02194	6D3B	活
02195	A02195	6D3D	洽
02196	A02196	6D3E	派
02197	A02197	6D36	洶
02198	A02198	6D1B	洛
02199	A02199	6D6A	浪
02200	A02200	6D95	涕
02201	A02201	6D88	消
02202	A02202	6D87	涇
02203	A02203	6D66	浦
02204	A02204	6D78	浸
02205	A02205	6D77	海
02206	A02206	6D59	浙
02207	A02207	6D93	涓
02208	A02208	6D6C	浬
02209	A02209	6D89	涉
02210	A02210	6D6E	浮
02211	A02211	6D5A	浚
02212	A02212	6D74	浴
02213	A02213	6D69	浩
02214	A02214	6D8E	涎
02215	A02215	6DBC	涼
02216	A02216	6DF3	淳
02217	A02217	6DD9	淙
02218	A02218	6DB2	液
02219	A02219	6DE1	淡
02220	A02220	6DCC	淌
02221	A02221	6DE4	淤
02222	A02222	6DFB	添
02223	A02223	6DFA	淺
02224	A02224	6E05	清
02225	A02225	6DC7	淇
02226	A02226	6DCB	淋
02227	A02227	6DAF	涯
02228	A02228	6DD1	淑
02229	A02229	6DAE	涮
02230	A02230	6DDE	淞
02231	A02231	6DF9	淹
02232	A02232	6DB8	涸
02233	A02233	6DF7	混
02234	A02234	6DF5	淵
02235	A02235	6DC5	淅
02236	A02236	6DD2	淒
02237	A02237	6E1A	渚
02238	A02238	6DB5	涵
02239	A02239	6DDA	淚
02240	A02240	6DEB	淫
02241	A02241	6DD8	淘
02242	A02242	6DEA	淪
02243	A02243	6DF1	深
02244	A02244	6DEE	淮
02245	A02245	6DE8	淨
02246	A02246	6DC6	淆
02247	A02247	6DC4	淄
02248	A02248	6E2F	港
02249	A02249	6E38	游
02250	A02250	6E54	湔
02251	A02251	6E21	渡
02252	A02252	6E32	渲
02253	A02253	6E67	湧
02254	A02254	6E4A	湊
02255	A02255	6E20	渠
02256	A02256	6E25	渥
02257	A02257	6E23	渣
02258	A02258	6E1B	減
02259	A02259	6E5B	湛
02260	A02260	6E58	湘
02261	A02261	6E24	渤
02262	A02262	6E56	湖
02263	A02263	6E6E	湮
02264	A02264	6E2D	渭
02265	A02265	6E26	渦
02266	A02266	6E6F	湯
02267	A02267	6E34	渴
02268	A02268	6E4D	湍
02269	A02269	6E3A	渺
02270	A02270	6E2C	測
02271	A02271	6E43	湃
02272	A02272	6E1D	渝
02273	A02273	6E3E	渾
02274	A02274	6ECB	滋
02275	A02275	6E89	溉
02276	A02276	6E19	渙
02277	A02277	6EA2	溢
02278	A02278	6EAF	溯
02279	A02279	6ED3	滓
02280	A02280	6EB6	溶
02281	A02281	6EC2	滂
02282	A02282	6E90	源
02283	A02283	6E9D	溝
02284	A02284	6EC7	滇
02285	A02285	6EC5	滅
02286	A02286	6EA5	溥
02287	A02287	6E98	溘
02288	A02288	6EBC	溼
02289	A02289	6EBA	溺
02290	A02290	6EAB	溫
02291	A02291	6ED1	滑
02292	A02292	6E96	準
02293	A02293	6E9C	溜
02294	A02294	6EC4	滄
02295	A02295	6ED4	滔
02296	A02296	6EAA	溪
02297	A02297	6F33	漳
02298	A02298	6F14	演
02299	A02299	6EFE	滾
02300	A02300	6F13	漓
02301	A02301	6EF4	滴
02302	A02302	6F29	漩
02303	A02303	6F3E	漾
02304	A02304	6F20	漠
02305	A02305	6F2C	漬
02306	A02306	6F0F	漏
02307	A02307	6F02	漂
02308	A02308	6F22	漢
02309	A02309	6EFF	滿
02310	A02310	6EEF	滯
02311	A02311	6F06	漆
02312	A02312	6F31	漱
02313	A02313	6F38	漸
02314	A02314	6F32	漲
02315	A02315	6F23	漣
02316	A02316	6F15	漕
02317	A02317	6F2B	漫
02318	A02318	6F2F	漯
02319	A02319	6F88	澈
02320	A02320	6F2A	漪
02321	A02321	6EEC	滬
02322	A02322	6F01	漁
02323	A02323	6EF2	滲
02324	A02324	6ECC	滌
02325	A02325	6F3F	漿
02326	A02326	6F7C	潼
02327	A02327	6F84	澄
02328	A02328	6F51	潑
02329	A02329	6F66	潦
02330	A02330	6F54	潔
02331	A02331	6F86	澆
02332	A02332	6F6D	潭
02333	A02333	6F5B	潛
02334	A02334	6F78	潸
02335	A02335	6F6E	潮
02336	A02336	6F8E	澎
02337	A02337	6F7A	潺
02338	A02338	6F70	潰
02339	A02339	6F64	潤
02340	A02340	6F97	澗
02341	A02341	6F58	潘
02342	A02342	6FC2	濂
02343	A02343	6FB1	澱
02344	A02344	6FA1	澡
02345	A02345	6FC3	濃
02346	A02346	6FA4	澤
02347	A02347	6FC1	濁
02348	A02348	6FA7	澧
02349	A02349	6FB3	澳
02350	A02350	6FC0	激
02351	A02351	6FB9	澹
02352	A02352	6FD8	濘
02353	A02353	6FF1	濱
02354	A02354	6FDF	濟
02355	A02355	6FE0	濠
02356	A02356	6FDB	濛
02357	A02357	6FE4	濤
02358	A02358	6FEB	濫
02359	A02359	6FEF	濯
02360	A02360	6F80	澀
02361	A02361	6FEC	濬
02362	A02362	6FE1	濡
02363	A02363	7009	瀉
02364	A02364	700B	瀋
02365	A02365	6FFE	濾
02366	A02366	7006	瀆
02367	A02367	6FFA	濺
02368	A02368	7011	瀑
02369	A02369	700F	瀏
02370	A02370	701B	瀛
02371	A02371	701F	瀟
02372	A02372	7028	瀨
02373	A02373	701A	瀚
02374	A02374	701D	瀝
02375	A02375	7015	瀕
02376	A02376	703E	瀾
02377	A02377	7030	瀰
02378	A02378	704C	灌
02379	A02379	7051	灑
02380	A02380	7058	灘
02381	A02381	7063	灣
02382	A02382	7064	灤
02383	A02383	706B	火
02384	A02384	7070	灰
02385	A02385	7076	灶
02386	A02386	707C	灼
02387	A02387	707D	災
02388	A02388	7078	灸
02389	A02389	7095	炕
02390	A02390	708E	炎
02391	A02391	7092	炒
02392	A02392	708A	炊
02393	A02393	7099	炙
02394	A02394	70AB	炫
02395	A02395	70BA	為
02396	A02396	70B3	炳
02397	A02397	70AC	炬
02398	A02398	70AF	炯
02399	A02399	70AD	炭
02400	A02400	70B8	炸
02401	A02401	70AE	炮
02402	A02402	70CA	烊
02403	A02403	70D8	烘
02404	A02404	70E4	烤
02405	A02405	70D9	烙
02406	A02406	70C8	烈
02407	A02407	70CF	烏
02408	A02408	70F9	烹
02409	A02409	7109	焉
02410	A02410	710A	焊
02411	A02411	70FD	烽
02412	A02412	7119	焙
02413	A02413	711A	焚
02414	A02414	7126	焦
02415	A02415	7130	焰
02416	A02416	7121	無
02417	A02417	7136	然
02418	A02418	716E	煮
02419	A02419	714E	煎
02420	A02420	7159	煙
02421	A02421	7169	煩
02422	A02422	7164	煤
02423	A02423	7149	煉
02424	A02424	7167	照
02425	A02425	715C	煜
02426	A02426	716C	煬
02427	A02427	7166	煦
02428	A02428	714C	煌
02429	A02429	7165	煥
02430	A02430	715E	煞
02431	A02431	7194	熔
02432	A02432	7199	熙
02433	A02433	717D	煽
02434	A02434	718A	熊
02435	A02435	7184	熄
02436	A02436	719F	熟
02437	A02437	71AC	熬
02438	A02438	71B1	熱
02439	A02439	71A8	熨
02440	A02440	71BE	熾
02441	A02441	71C9	燉
02442	A02442	71D0	燐
02443	A02443	71D2	燒
02444	A02444	71C8	燈
02445	A02445	71D5	燕
02446	A02446	71B9	熹
02447	A02447	71CE	燎
02448	A02448	71D9	燙
02449	A02449	71DC	燜
02450	A02450	71C3	燃
02451	A02451	71C4	燄
02452	A02452	71E7	燧
02453	A02453	71DF	營
02454	A02454	71EE	燮
02455	A02455	71E6	燦
02456	A02456	71E5	燥
02457	A02457	71ED	燭
02458	A02458	71EC	燬
02459	A02459	71F4	燴
02460	A02460	71FB	燻
02461	A02461	7206	爆
02462	A02462	720D	爍
02463	A02463	7210	爐
02464	A02464	721B	爛
02465	A02465	7228	爨
02466	A02466	722A	爪
02467	A02467	722C	爬
02468	A02468	722D	爭
02469	A02469	7230	爰
02470	A02470	7235	爵
02471	A02471	7236	父
02472	A02472	7238	爸
02473	A02473	7239	爹
02474	A02474	723A	爺
02475	A02475	723B	爻
02476	A02476	723D	爽
02477	A02477	723E	爾
02478	A02478	7246	牆
02479	A02479	7247	片
02480	A02480	7248	版
02481	A02481	724C	牌
02482	A02482	7252	牒
02483	A02483	7256	牖
02484	A02484	7258	牘
02485	A02485	7259	牙
02486	A02486	725B	牛
02487	A02487	725F	牟
02488	A02488	725D	牝
02489	A02489	7262	牢
02490	A02490	7261	牡
02491	A02491	7260	牠
02492	A02492	7267	牧
02493	A02493	7269	物
02494	A02494	7272	牲
02495	A02495	726F	牯
02496	A02496	7274	牴
02497	A02497	7279	特
02498	A02498	727D	牽
02499	A02499	7281	犁
02500	A02500	7284	犄
02501	A02501	7280	犀
02502	A02502	7292	犒
02503	A02503	7296	犖
02504	A02504	729B	犛
02505	A02505	72A2	犢
02506	A02506	72A7	犧
02507	A02507	72AC	犬
02508	A02508	72AF	犯
02509	A02509	72C4	狄
02510	A02510	72C2	狂
02511	A02511	72C0	狀
02512	A02512	72CE	狎
02513	A02513	72D9	狙
02514	A02514	72D7	狗
02515	A02515	72D0	狐
02516	A02516	72E9	狩
02517	A02517	72E0	狠
02518	A02518	72E1	狡
02519	A02519	72FC	狼
02520	A02520	72F9	狹
02521	A02521	72FD	狽
02522	A02522	72F8	狸
02523	A02523	72F7	狷
02524	A02524	731C	猜
02525	A02525	731B	猛
02526	A02526	7316	猖
02527	A02527	7313	猓
02528	A02528	7319	猙
02529	A02529	7336	猶
02530	A02530	7325	猥
02531	A02531	7334	猴
02532	A02532	7329	猩
02533	A02533	7337	猷
02534	A02534	7345	獅
02535	A02535	733F	猿
02536	A02536	733E	猾
02537	A02537	7344	獄
02538	A02538	7350	獐
02539	A02539	734E	獎
02540	A02540	7357	獗
02541	A02541	7368	獨
02542	A02542	7370	獰
02543	A02543	7372	獲
02544	A02544	7377	獷
02545	A02545	7375	獵
02546	A02546	7378	獸
02547	A02547	737A	獺
02548	A02548	737B	獻
02549	A02549	7380	玀
02550	A02550	7384	玄
02551	A02551	7387	率
02552	A02552	738B	王
02553	A02553	7389	玉
02554	A02554	7396	玖
02555	A02555	73A9	玩
02556	A02556	73A8	玨
02557	A02557	739F	玟
02558	A02558	73AB	玫
02559	A02559	73B7	玷
02560	A02560	73CA	珊
02561	A02561	73BB	玻
02562	A02562	73B2	玲
02563	A02563	73CD	珍
02564	A02564	73C0	珀
02565	A02565	73B3	玳
02566	A02566	73ED	班
02567	A02567	7409	琉
02568	A02568	73EE	珮
02569	A02569	73E0	珠
02570	A02570	7405	琅
02571	A02571	740A	琊
02572	A02572	7403	球
02573	A02573	7406	理
02574	A02574	73FE	現
02575	A02575	740D	琍
02576	A02576	743A	琺
02577	A02577	742A	琪
02578	A02578	7433	琳
02579	A02579	7422	琢
02580	A02580	7425	琥
02581	A02581	7435	琵
02582	A02582	7436	琶
02583	A02583	7434	琴
02584	A02584	746F	瑯
02585	A02585	745A	瑚
02586	A02586	7455	瑕
02587	A02587	745F	瑟
02588	A02588	745E	瑞
02589	A02589	7441	瑁
02590	A02590	743F	琿
02591	A02591	7459	瑙
02592	A02592	745B	瑛
02593	A02593	745C	瑜
02594	A02594	7464	瑤
02595	A02595	7463	瑣
02596	A02596	746A	瑪
02597	A02597	7470	瑰
02598	A02598	7469	瑩
02599	A02599	748B	璋
02600	A02600	7483	璃
02601	A02601	749C	璜
02602	A02602	74A3	璣
02603	A02603	74A9	璩
02604	A02604	74B0	環
02605	A02605	74A6	璦
02606	A02606	74A7	璧
02607	A02607	74BD	璽
02608	A02608	74CA	瓊
02609	A02609	74CF	瓏
02610	A02610	74DC	瓜
02611	A02611	74E0	瓠
02612	A02612	74E2	瓢
02613	A02613	74E3	瓣
02614	A02614	74E6	瓦
02615	A02615	74F6	瓶
02616	A02616	74F7	瓷
02617	A02617	7504	甄
02618	A02618	750C	甌
02619	A02619	7515	甕
02620	A02620	7518	甘
02621	A02621	751A	甚
02622	A02622	751C	甜
02623	A02623	751F	生
02624	A02624	7522	產
02625	A02625	7525	甥
02626	A02626	7526	甦
02627	A02627	7528	用
02628	A02628	7529	甩
02629	A02629	752C	甬
02630	A02630	752B	甫
02631	A02631	752D	甭
02632	A02632	7530	田
02633	A02633	7531	由
02634	A02634	7532	甲
02635	A02635	7533	申
02636	A02636	7537	男
02637	A02637	7538	甸
02638	A02638	753D	甽
02639	A02639	754F	畏
02640	A02640	754C	界
02641	A02641	7554	畔
02642	A02642	755D	畝
02643	A02643	755C	畜
02644	A02644	755A	畚
02645	A02645	7559	留
02646	A02646	7565	略
02647	A02647	7566	畦
02648	A02648	7562	畢
02649	A02649	7570	異
02650	A02650	756B	畫
02651	A02651	756A	番
02652	A02652	7576	當
02653	A02653	7578	畸
02654	A02654	7587	疇
02655	A02655	7586	疆
02656	A02656	758A	疊
02657	A02657	758B	疋
02658	A02658	758F	疏
02659	A02659	7591	疑
02660	A02660	759D	疝
02661	A02661	7599	疙
02662	A02662	759A	疚
02663	A02663	75AB	疫
02664	A02664	75A4	疤
02665	A02665	75A5	疥
02666	A02666	75BE	疾
02667	A02667	75C5	病
02668	A02668	75C7	症
02669	A02669	75B2	疲
02670	A02670	75B3	疳
02671	A02671	75BD	疽
02672	A02672	75BC	疼
02673	A02673	75B9	疹
02674	A02674	75CA	痊
02675	A02675	75D4	痔
02676	A02676	75D5	痕
02677	A02677	75B5	疵
02678	A02678	75E2	痢
02679	A02679	75DB	痛
02680	A02680	75E3	痣
02681	A02681	75D9	痙
02682	A02682	75D8	痘
02683	A02683	75DE	痞
02684	A02684	7600	瘀
02685	A02685	75F0	痰
02686	A02686	7601	瘁
02687	A02687	75F2	痲
02688	A02688	75F1	痱
02689	A02689	75FA	痺
02690	A02690	75FF	痿
02691	A02691	75F4	痴
02692	A02692	7627	瘧
02693	A02693	760D	瘍
02694	A02694	760B	瘋
02695	A02695	7609	瘉
02696	A02696	7613	瘓
02697	A02697	7620	瘠
02698	A02698	7629	瘩
02699	A02699	761F	瘟
02700	A02700	7624	瘤
02701	A02701	7626	瘦
02702	A02702	7621	瘡
02703	A02703	7634	瘴
02704	A02704	7638	瘸
02705	A02705	7646	癆
02706	A02706	7642	療
02707	A02707	764C	癌
02708	A02708	7656	癖
02709	A02709	7658	癘
02710	A02710	7652	癒
02711	A02711	7662	癢
02712	A02712	7665	癥
02713	A02713	7669	癩
02714	A02714	766E	癮
02715	A02715	766C	癬
02716	A02716	7671	癱
02717	A02717	7672	癲
02718	A02718	7678	癸
02719	A02719	767B	登
02720	A02720	767C	發
02721	A02721	767D	白
02722	A02722	767E	百
02723	A02723	7682	皂
02724	A02724	7684	的
02725	A02725	7686	皆
02726	A02726	7687	皇
02727	A02727	7688	皈
02728	A02728	768E	皎
02729	A02729	7696	皖
02730	A02730	7693	皓
02731	A02731	769A	皚
02732	A02732	76AE	皮
02733	A02733	76B0	皰
02734	A02734	76B4	皴
02735	A02735	76BA	皺
02736	A02736	76BF	皿
02737	A02737	76C2	盂
02738	A02738	76C8	盈
02739	A02739	76C6	盆
02740	A02740	76C3	盃
02741	A02741	76CA	益
02742	A02742	76CD	盍
02743	A02743	76CE	盎
02744	A02744	76D4	盔
02745	A02745	76D2	盒
02746	A02746	76DB	盛
02747	A02747	76DC	盜
02748	A02748	76DE	盞
02749	A02749	76DF	盟
02750	A02750	76E1	盡
02751	A02751	76E3	監
02752	A02752	76E4	盤
02753	A02753	76E7	盧
02754	A02754	76E5	盥
02755	A02755	76EA	盪
02756	A02756	76EE	目
02757	A02757	76EF	盯
02758	A02758	76F2	盲
02759	A02759	76F4	直
02760	A02760	7701	省
02761	A02761	76F9	盹
02762	A02762	76F8	相
02763	A02763	7709	眉
02764	A02764	770B	看
02765	A02765	76FE	盾
02766	A02766	76FC	盼
02767	A02767	7729	眩
02768	A02768	771F	真
02769	A02769	7720	眠
02770	A02770	7728	眨
02771	A02771	7737	眷
02772	A02772	773E	眾
02773	A02773	773C	眼
02774	A02774	7736	眶
02775	A02775	7738	眸
02776	A02776	773A	眺
02777	A02777	774F	睏
02778	A02778	775B	睛
02779	A02779	776B	睫
02780	A02780	7766	睦
02781	A02781	775E	睞
02782	A02782	7763	督
02783	A02783	7779	睹
02784	A02784	776A	睪
02785	A02785	776C	睬
02786	A02786	775C	睜
02787	A02787	7765	睥
02788	A02788	7768	睨
02789	A02789	7784	瞄
02790	A02790	777D	睽
02791	A02791	777F	睿
02792	A02792	7761	睡
02793	A02793	778E	瞎
02794	A02794	7787	瞇
02795	A02795	778C	瞌
02796	A02796	7791	瞑
02797	A02797	77A0	瞠
02798	A02798	779E	瞞
02799	A02799	779F	瞟
02800	A02800	77A5	瞥
02801	A02801	77B3	瞳
02802	A02802	77AA	瞪
02803	A02803	77B0	瞰
02804	A02804	77AC	瞬
02805	A02805	77A7	瞧
02806	A02806	77AD	瞭
02807	A02807	77BD	瞽
02808	A02808	77BF	瞿
02809	A02809	77BB	瞻
02810	A02810	77C7	矇
02811	A02811	77D3	矓
02812	A02812	77D7	矗
02813	A02813	77DA	矚
02814	A02814	77DB	矛
02815	A02815	77DC	矜
02816	A02816	77E2	矢
02817	A02817	77E3	矣
02818	A02818	77E5	知
02819	A02819	77E9	矩
02820	A02820	77ED	短
02821	A02821	77EE	矮
02822	A02822	77EF	矯
02823	A02823	77F3	石
02824	A02824	77FD	矽
02825	A02825	7802	砂
02826	A02826	7814	研
02827	A02827	780C	砌
02828	A02828	780D	砍
02829	A02829	7830	砰
02830	A02830	7827	砧
02831	A02831	7838	砸
02832	A02832	781D	砝
02833	A02833	7834	破
02834	A02834	7837	砷
02835	A02835	7825	砥
02836	A02836	782D	砭
02837	A02837	786B	硫
02838	A02838	7843	硃
02839	A02839	785D	硝
02840	A02840	786C	硬
02841	A02841	786F	硯
02842	A02842	788E	碎
02843	A02843	78B0	碰
02844	A02844	7897	碗
02845	A02845	7898	碘
02846	A02846	788C	碌
02847	A02847	7889	碉
02848	A02848	787C	硼
02849	A02849	7891	碑
02850	A02850	78C1	磁
02851	A02851	789F	碟
02852	A02852	78A7	碧
02853	A02853	78B3	碳
02854	A02854	78A9	碩
02855	A02855	78CB	磋
02856	A02856	78C5	磅
02857	A02857	78BA	確
02858	A02858	78CA	磊
02859	A02859	78BE	碾
02860	A02860	78D5	磕
02861	A02861	78BC	碼
02862	A02862	78D0	磐
02863	A02863	78E8	磨
02864	A02864	78DA	磚
02865	A02865	78EC	磬
02866	A02866	78F7	磷
02867	A02867	78FA	磺
02868	A02868	78F4	磴
02869	A02869	78EF	磯
02870	A02870	7901	礁
02871	A02871	790E	礎
02872	A02872	7919	礙
02873	A02873	7926	礦
02874	A02874	792A	礪
02875	A02875	792C	礬
02876	A02876	792B	礫
02877	A02877	793A	示
02878	A02878	793E	社
02879	A02879	7940	祀
02880	A02880	7941	祁
02881	A02881	7946	祆
02882	A02882	7949	祉
02883	A02883	7948	祈
02884	A02884	7947	祇
02885	A02885	7955	祕
02886	A02886	7950	祐
02887	A02887	7960	祠
02888	A02888	795F	祟
02889	A02889	7956	祖
02890	A02890	795E	神
02891	A02891	795D	祝
02892	A02892	7957	祗
02893	A02893	795A	祚
02894	A02894	7965	祥
02895	A02895	7968	票
02896	A02896	796D	祭
02897	A02897	797A	祺
02898	A02898	797F	祿
02899	A02899	7981	禁
02900	A02900	798E	禎
02901	A02901	798F	福
02902	A02902	798D	禍
02903	A02903	79A6	禦
02904	A02904	79A7	禧
02905	A02905	79AA	禪
02906	A02906	79AE	禮
02907	A02907	79B1	禱
02908	A02908	79B9	禹
02909	A02909	842C	萬
02910	A02910	79BD	禽
02911	A02911	79BE	禾
02912	A02912	79C1	私
02913	A02913	79C0	秀
02914	A02914	79BF	禿
02915	A02915	79C9	秉
02916	A02916	79D1	科
02917	A02917	79D2	秒
02918	A02918	79CB	秋
02919	A02919	79E4	秤
02920	A02920	79E3	秣
02921	A02921	79E7	秧
02922	A02922	79DF	租
02923	A02923	79E6	秦
02924	A02924	79E9	秩
02925	A02925	79FB	移
02926	A02926	7A0D	稍
02927	A02927	7A08	稈
02928	A02928	7A0B	程
02929	A02929	7A05	稅
02930	A02930	7A00	稀
02931	A02931	7A1C	稜
02932	A02932	7A1A	稚
02933	A02933	7A20	稠
02934	A02934	7A14	稔
02935	A02935	7A1F	稟
02936	A02936	7A2E	種
02937	A02937	7A31	稱
02938	A02938	7A3F	稿
02939	A02939	7A3C	稼
02940	A02940	7A40	穀
02941	A02941	7A3D	稽
02942	A02942	7A37	稷
02943	A02943	7A3B	稻
02944	A02944	7A4D	積
02945	A02945	7A4E	穎
02946	A02946	7A46	穆
02947	A02947	7A4C	穌
02948	A02948	7A57	穗
02949	A02949	7A61	穡
02950	A02950	7A62	穢
02951	A02951	7A6B	穫
02952	A02952	7A69	穩
02953	A02953	7A74	穴
02954	A02954	7A76	究
02955	A02955	7A7A	空
02956	A02956	7A79	穹
02957	A02957	7A7F	穿
02958	A02958	7A81	突
02959	A02959	7A84	窄
02960	A02960	7A88	窈
02961	A02961	7A92	窒
02962	A02962	7A95	窕
02963	A02963	7A98	窘
02964	A02964	7A97	窗
02965	A02965	7A96	窖
02966	A02966	7A9F	窟
02967	A02967	7AA0	窠
02968	A02968	7AAA	窪
02969	A02969	7AA9	窩
02970	A02970	7AAF	窯
02971	A02971	7AAE	窮
02972	A02972	7ABA	窺
02973	A02973	7AC4	竄
02974	A02974	7AC5	竅
02975	A02975	7AC7	竇
02976	A02976	7ACA	竊
02977	A02977	7ACB	立
02978	A02978	7AD9	站
02979	A02979	7AE5	童
02980	A02980	7AE3	竣
02981	A02981	7AED	竭
02982	A02982	7AEF	端
02983	A02983	7AF6	競
02984	A02984	7AF9	竹
02985	A02985	7AFA	竺
02986	A02986	7AFF	竿
02987	A02987	7AFD	竽
02988	A02988	7B06	笆
02989	A02989	7B11	笑
02990	A02990	7B20	笠
02991	A02991	7B28	笨
02992	A02992	7B1B	笛
02993	A02993	7B2C	第
02994	A02994	7B26	符
02995	A02995	7B19	笙
02996	A02996	7B1E	笞
02997	A02997	7B49	等
02998	A02998	7B56	策
02999	A02999	7B46	筆
03000	A03000	7B50	筐
03001	A03001	7B52	筒
03002	A03002	7B54	答
03003	A03003	7B4D	筍
03004	A03004	7B4B	筋
03005	A03005	7B4F	筏
03006	A03006	7B77	筷
03007	A03007	7BC0	節
03008	A03008	7B60	筠
03009	A03009	7BA1	管
03010	A03010	7B95	箕
03011	A03011	7B8B	箋
03012	A03012	7B75	筵
03013	A03013	7B97	算
03014	A03014	7B9D	箝
03015	A03015	7B94	箔
03016	A03016	7B8F	箏
03017	A03017	7BAD	箭
03018	A03018	7BB1	箱
03019	A03019	7BC4	範
03020	A03020	7BB4	箴
03021	A03021	7BC6	篆
03022	A03022	7BC7	篇
03023	A03023	7BC1	篁
03024	A03024	7BD9	篙
03025	A03025	7C11	簑
03026	A03026	7BC9	築
03027	A03027	7BE4	篤
03028	A03028	7BDB	篛
03029	A03029	7BE1	篡
03030	A03030	7BE9	篩
03031	A03031	7C07	簇
03032	A03032	7C0D	簍
03033	A03033	7BFE	篾
03034	A03034	7BF7	篷
03035	A03035	7C2B	簫
03036	A03036	7C27	簧
03037	A03037	7C2A	簪
03038	A03038	7C1E	簞
03039	A03039	7C23	簣
03040	A03040	7C21	簡
03041	A03041	7C3E	簾
